Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
44,4,0,1,1,31626.0,86.0,3316,12,39,1,9,2.0,1,34.0,2,1,2,1,1,7,2
70,2,0,0,0,75127.0,833.0,3087,92,203,35,305,46.0,17,126.5,2,11,5,1,0,1,0
67,2,1,1,1,48726.0,242.0,3477,90,138,3,38,4.0,0,59.0,3,2,4,3,0,6,1
45,2,1,0,0,74985.0,1869.0,3646,8,587,51,556,120.5,0,86.0,3,6,7,1,0,2,0
35,2,1,0,0,67430.0,1364.0,3830,6,595,81,291,120.5,81,121.0,11,5,12,1,0,6,0
57,1,1,1,1,46891.0,183.0,3585,91,43,12,23,29.0,15,61.0,2,1,4,1,0,4,2
66,3,1,1,1,62058.0,450.0,3448,52,301,7,74,10.0,0,58.0,6,1,7,4,0,6,1
43,2,1,1,1,72063.0,758.0,3528,3,180,32,348,76.0,32,90.0,5,2,12,2,0,2,0
71,4,1,0,0,78939.0,1507.0,3248,57,794,81,243,120.5,0,126.5,8,5,6,1,0,3,0
57,2,0,1,2,42720.0,654.0,3480,9,392,5,91,28.0,26,112.0,7,3,7,8,0,8,1
50,2,1,1,2,33622.0,81.0,3491,22,39,1,22,3.0,4,12.0,2,0,4,3,0,7,2
65,4,1,1,1,6835.0,137.0,3735,76,107,2,12,2.0,2,12.0,0,0,1,0,0,20,2
69,2,1,1,2,41452.0,16.0,3440,86,13,0,3,0.0,0,0.0,1,0,2,1,0,7,2
57,4,0,1,1,40760.0,93.0,3352,64,70,0,17,0.0,0,6.0,2,1,3,2,0,6,2
64,4,1,0,0,74250.0,1158.0,3203,90,680,11,392,75.0,0,0.0,2,11,4,1,0,1,0
67,3,0,1,2,51124.0,43.0,3242,79,26,1,11,0.0,1,4.0,1,0,3,2,0,3,2
51,2,0,1,1,72258.0,1525.0,3251,28,522,0,522,120.5,81,126.5,6,9,5,2,0,2,0
48,4,0,0,0,71466.0,1230.0,3105,86,412,12,546,78.0,81,0.0,4,4,10,1,0,1,0
46,2,1,1,2,36283.0,29.0,3125,42,6,5,5,8.0,0,5.0,1,0,3,2,0,4,2
52,2,0,1,1,20587.0,25.0,2920,39,2,3,6,4.0,1,9.0,1,1,2,1,0,7,2
50,2,1,1,1,30467.0,24.0,3151,8,1,3,8,2.0,5,5.0,1,0,2,1,0,7,2
50,2,1,1,1,31590.0,38.0,3425,40,6,2,15,6.0,6,3.0,1,0,3,1,0,8,2
36,0,1,1,1,20425.0,57.0,3657,5,4,12,5,3.0,16,17.0,2,0,3,2,0,7,2
62,3,1,1,2,17144.0,47.0,3183,96,18,2,19,0.0,2,6.0,3,0,4,5,0,7,2
54,4,0,1,1,42564.0,813.0,3562,28,324,48,186,39.0,18,126.5,6,8,4,6,1,7,1
44,3,1,1,1,43783.0,629.0,3080,22,327,9,125,25.0,4,126.5,7,1,8,6,1,7,1
46,2,0,1,1,40780.0,377.0,3738,30,229,27,71,13.0,3,34.0,7,1,5,4,0,9,1
77,3,1,0,0,62847.0,1612.0,3579,45,521,81,556,80.0,76,61.0,3,6,4,1,0,2,0
65,4,1,0,0,82017.0,729.0,3767,58,184,23,446,30.0,23,23.0,5,4,7,1,3,2,0
72,2,0,0,0,16813.0,50.0,3394,49,4,8,11,12.0,2,13.0,2,0,3,1,1,7,2
44,2,1,1,2,51267.0,270.0,3292,37,183,2,64,7.0,2,12.0,3,3,5,4,0,4,1
61,2,0,1,1,46524.0,177.0,3470,70,31,19,35,26.0,14,52.0,1,1,5,2,0,3,2
60,3,0,0,0,45183.0,315.0,3574,33,219,3,60,12.0,9,12.0,4,1,7,1,1,7,1
68,4,1,1,1,70421.0,767.0,3050,98,479,28,136,75.0,14,35.0,10,3,7,3,0,6,1
57,1,0,1,1,60161.0,1071.0,3663,17,584,44,212,46.0,8,126.5,11,4,8,3,0,8,1
49,2,1,0,0,73926.0,1580.0,3560,54,627,81,556,120.5,81,15.0,6,5,12,1,0,3,0
54,2,1,1,1,19329.0,60.0,3246,39,24,1,16,12.0,2,5.0,4,0,3,3,0,8,2
52,3,1,1,1,61872.0,573.0,3247,81,330,5,159,36.0,27,16.0,4,4,9,4,0,4,1
66,2,0,1,2,46984.0,41.0,3509,71,19,1,10,2.0,1,8.0,1,0,3,1,0,5,2
71,2,1,1,2,34838.0,170.0,3575,62,28,23,29,29.0,14,47.0,2,1,4,3,0,6,1
78,4,0,0,0,82716.0,1167.0,3463,8,606,81,228,15.0,81,22.0,6,8,13,1,0,2,0
64,2,1,0,0,48192.0,1526.0,3439,76,1039,43,204,120.5,58,29.0,2,8,12,3,3,8,0
46,3,1,1,2,49681.0,458.0,3493,66,411,0,26,0.0,0,21.0,7,1,7,6,0,7,1
51,3,1,1,1,56850.0,63.0,3147,83,34,1,19,2.0,7,0.0,1,1,3,1,0,2,2
65,2,1,1,1,55267.0,405.0,3300,28,161,28,136,32.0,3,45.0,3,4,6,4,0,3,1
50,2,1,1,2,59666.0,1027.0,3513,87,623,53,178,23.0,17,126.5,3,2,8,7,1,8,1
50,2,0,1,1,72504.0,1478.0,3439,43,604,26,470,120.5,81,94.0,5,9,6,2,0,2,0
41,2,1,0,0,26872.0,72.0,3305,0,3,10,8,3.0,16,32.0,1,1,2,1,0,6,2
50,2,0,1,1,21359.0,48.0,3484,1,12,2,17,6.0,1,10.0,2,0,3,2,0,8,2
47,2,0,0,0,73170.0,726.0,3078,1,184,81,256,50.0,30,32.0,5,4,6,1,0,2,0
67,3,1,1,1,52750.0,860.0,3502,72,393,0,239,90.0,69,69.0,5,7,9,6,0,4,1
36,4,1,0,0,91820.0,1497.0,3267,72,410,73,556,76.0,81,30.0,5,5,12,0,0,1,0
52,4,1,1,1,65968.0,495.0,2890,12,376,9,83,19.0,4,4.0,5,4,7,2,0,3,1
46,2,1,1,2,30772.0,20.0,2892,89,7,2,4,2.0,1,4.0,1,0,2,1,0,6,2
68,2,0,0,0,22507.0,570.0,3631,67,68,0,226,51.0,81,68.0,10,2,4,3,0,9,1
50,2,1,1,1,65685.0,769.0,3141,54,642,14,49,0.0,7,57.0,9,2,9,1,0,5,1
44,1,1,1,1,25804.0,55.0,3585,34,8,7,9,13.0,6,12.0,2,0,3,2,0,8,2
42,4,0,0,0,76412.0,1808.0,3469,15,840,53,556,23.0,71,17.0,5,4,8,1,2,3,0
50,2,1,1,1,22063.0,55.0,3374,43,7,10,13,3.0,11,11.0,2,0,3,2,0,7,2
61,2,0,0,0,57091.0,577.0,3063,0,464,5,64,7.0,0,37.0,7,3,7,1,1,5,0
59,2,1,0,0,22419.0,162.0,3486,74,30,3,47,19.0,21,42.0,3,2,2,1,0,8,2
63,2,1,1,1,87771.0,1957.0,3452,61,1225,38,287,50.0,57,33.0,5,10,4,1,4,6,0
63,1,0,1,1,78353.0,1576.0,3488,51,752,81,476,39.0,81,34.0,10,2,11,1,0,8,1
68,2,1,1,3,93404.0,1616.0,3408,97,1225,15,287,20.0,0,15.0,3,4,7,3,2,5,1
60,2,0,1,3,37859.0,36.0,3259,75,22,1,8,2.0,1,2.0,1,0,3,2,0,8,2
64,4,0,1,1,80995.0,1482.0,3285,83,860,28,409,73.0,56,56.0,8,9,4,1,0,4,0
38,2,1,1,1,16529.0,22.0,3226,23,3,0,5,13.0,0,1.0,1,0,3,1,0,6,2
46,4,0,1,2,55412.0,63.0,3268,65,10,5,28,11.0,1,8.0,2,0,3,1,0,5,2
30,2,0,0,0,48789.0,680.0,3677,94,351,16,156,7.0,5,126.5,6,4,7,1,0,6,0
55,4,1,1,2,56575.0,542.0,3469,42,421,5,90,0.0,16,10.0,7,3,7,3,0,5,1
42,1,1,1,1,25130.0,50.0,3553,10,2,5,7,0.0,18,18.0,2,0,3,2,0,7,2
55,2,1,1,2,35441.0,39.0,3549,94,25,1,9,2.0,1,1.0,1,0,3,2,0,8,2
66,2,1,1,1,71391.0,1043.0,3506,50,336,81,274,46.0,81,126.5,6,5,12,5,0,3,1
50,3,0,1,1,49494.0,385.0,3479,46,191,9,97,0.0,6,82.0,6,1,5,2,0,7,1
42,2,0,0,0,81702.0,1633.0,3693,98,563,50,556,28.0,31,126.5,7,7,12,1,0,3,0
42,1,0,1,1,45889.0,46.0,3556,42,31,0,6,0.0,1,8.0,1,0,3,1,0,6,2
45,2,0,1,1,56628.0,761.0,3149,30,479,5,82,7.0,17,126.5,7,6,5,2,1,5,1
72,2,1,1,2,34026.0,76.0,3466,11,18,6,15,12.0,8,17.0,2,1,3,3,0,5,2
48,2,1,1,1,40049.0,290.0,3626,61,91,65,52,10.0,44,28.0,3,2,6,3,0,5,1
34,2,0,1,1,34176.0,89.0,2890,12,5,7,24,19.0,14,20.0,3,0,4,4,0,6,2
41,2,1,1,1,19419.0,70.0,3675,76,2,14,28,16.0,3,7.0,4,0,3,4,0,9,2
62,1,1,0,0,82504.0,1066.0,3386,2,362,50,431,120.5,35,54.0,3,6,7,1,0,1,0
52,2,1,0,0,81205.0,2009.0,3216,43,724,74,556,97.0,55,126.5,5,6,7,1,3,2,0
31,1,0,0,0,61618.0,1345.0,3687,27,605,81,399,0.0,45,126.5,3,6,8,2,0,3,0
66,3,0,1,1,55284.0,764.0,3601,60,547,7,140,0.0,7,63.0,7,5,8,3,0,5,1
59,2,0,1,1,49980.0,195.0,3298,79,104,1,54,13.0,9,14.0,3,1,5,2,0,5,2
42,2,1,1,2,15072.0,53.0,3316,96,8,2,15,0.0,10,18.0,3,1,3,4,0,5,2
48,2,0,1,1,49166.0,368.0,3430,17,224,2,25,7.0,0,110.0,5,3,3,2,0,6,1
68,4,1,1,1,65324.0,544.0,2924,0,384,0,102,21.0,32,5.0,6,2,9,3,0,4,1
65,1,1,0,0,82347.0,1853.0,3797,38,556,54,556,120.5,81,63.0,7,7,10,1,2,3,0
56,4,1,1,2,30843.0,35.0,3083,43,24,0,2,0.0,0,9.0,1,1,2,2,1,5,2
48,4,1,1,1,46374.0,446.0,3153,1,408,0,21,0.0,0,17.0,7,1,7,3,2,8,1
43,2,0,1,1,60474.0,1180.0,3590,25,265,81,303,120.5,9,126.5,10,2,12,7,0,7,1
49,3,1,1,1,38576.0,41.0,3136,2,34,0,7,0.0,0,0.0,1,0,3,1,0,7,2
37,2,1,1,2,55357.0,727.0,3544,66,374,64,116,84.0,25,64.0,6,2,11,3,0,5,1
56,2,1,1,2,37758.0,40.0,3859,49,27,2,10,0.0,0,1.0,1,0,3,2,0,8,2
33,1,1,0,0,85710.0,1062.0,3469,5,600,20,350,29.0,30,33.0,6,9,10,1,1,2,0
53,2,1,1,1,23228.0,40.0,3203,71,13,2,18,6.0,1,0.0,2,0,3,2,0,8,2
53,3,1,1,2,44602.0,292.0,3183,35,167,2,89,0.0,0,34.0,6,1,4,6,0,8,1
35,2,1,0,0,7500.0,15.0,3350,94,0,2,3,4.0,1,5.0,0,0,3,1,0,6,2
33,1,1,1,1,38683.0,341.0,3859,80,46,35,69,84.0,41,66.0,4,1,6,6,0,7,1
47,1,0,1,1,49514.0,369.0,3243,61,88,39,78,58.0,13,93.0,6,1,4,2,0,7,1
49,4,1,1,1,57906.0,401.0,3284,29,243,11,119,10.0,3,15.0,4,2,8,3,0,4,1
56,3,0,1,1,43456.0,393.0,3509,0,275,11,68,25.0,7,7.0,5,1,8,3,0,5,1
36,3,0,1,2,19485.0,10.0,3327,80,6,0,4,0.0,0,0.0,1,0,2,1,0,7,2
44,2,1,1,1,53172.0,486.0,3438,54,121,62,90,68.0,20,125.0,2,3,8,3,0,3,1
43,2,1,1,1,30545.0,69.0,3669,71,4,12,15,19.0,7,12.0,2,0,3,2,0,7,2
39,4,1,0,0,70123.0,1727.0,3323,27,1225,0,396,23.0,0,0.0,5,7,4,1,2,3,0
63,2,0,1,1,62450.0,995.0,3077,61,515,47,267,62.0,66,38.0,5,5,4,2,1,3,0
46,2,1,1,1,21675.0,45.0,2919,55,4,0,16,17.0,4,4.0,4,0,3,3,0,7,2
41,1,0,1,2,42395.0,182.0,3135,35,48,13,57,24.0,15,25.0,3,1,4,4,0,7,2
44,3,1,1,1,61346.0,989.0,3433,34,562,58,168,43.0,16,126.5,5,7,10,1,0,3,0
69,2,1,0,0,80812.0,1677.0,3334,95,769,22,500,120.5,81,33.0,4,8,5,1,3,2,0
51,3,0,1,2,42835.0,595.0,3413,64,379,4,93,12.0,9,98.0,6,6,4,7,0,6,1
39,2,1,1,1,39922.0,156.0,3549,30,29,12,59,19.0,1,36.0,3,0,4,2,0,8,2
66,3,0,0,0,86424.0,1226.0,3105,12,387,68,556,89.0,45,68.0,6,9,12,1,0,1,0
44,1,1,1,1,17117.0,128.0,3577,96,12,23,38,30.0,18,7.0,3,1,3,4,0,9,2
50,2,0,1,1,24762.0,86.0,2954,16,6,10,12,3.0,15,40.0,3,1,2,3,1,8,2
47,2,1,1,1,35797.0,68.0,3670,16,27,1,14,4.0,1,21.0,2,0,3,2,0,8,2
47,2,0,1,2,36627.0,16.0,3390,78,9,1,5,0.0,0,1.0,0,0,3,1,0,5,2
41,1,1,1,2,51111.0,55.0,3059,83,22,0,19,6.0,5,3.0,2,0,3,2,0,6,2
50,4,0,0,0,86857.0,2114.0,3616,96,899,81,556,120.5,81,40.0,5,6,10,1,0,2,0
52,4,1,0,0,82072.0,2018.0,3556,67,889,55,556,120.5,81,126.5,3,2,13,1,0,1,0
69,4,0,1,3,46231.0,263.0,3629,87,189,2,55,0.0,5,12.0,6,1,4,4,0,9,1
63,2,1,1,2,42243.0,55.0,3278,34,48,0,2,0.0,0,5.0,2,0,3,2,0,7,2
60,2,1,1,2,51195.0,564.0,3590,46,230,14,156,82.0,24,58.0,9,2,5,8,0,8,1
44,3,0,0,0,68092.0,1281.0,3244,7,852,60,207,78.0,36,48.0,2,6,10,2,0,5,0
49,2,1,1,1,31814.0,83.0,3349,73,35,3,20,4.0,1,20.0,2,0,3,2,1,9,2
57,3,0,1,2,51390.0,353.0,3738,54,205,20,47,23.0,2,56.0,5,2,5,6,0,5,1
39,2,1,0,0,76630.0,1003.0,3215,93,255,31,446,40.0,56,126.5,3,10,11,1,0,1,0
31,0,0,1,1,26868.0,14.0,3109,52,0,0,1,8.0,3,2.0,1,0,2,1,0,7,2
79,4,0,0,0,48948.0,902.0,3592,53,437,8,206,120.5,49,42.0,7,10,5,2,1,6,0
50,4,0,1,1,55260.0,1139.0,3613,81,825,8,53,11.0,0,126.5,8,10,5,2,0,6,1
66,2,1,1,1,64090.0,797.0,3405,8,316,58,161,76.0,51,126.5,6,9,4,1,0,5,0
64,2,0,1,1,78331.0,1638.0,3206,97,756,81,354,120.5,81,61.0,10,6,7,2,0,4,0
48,4,1,1,1,37087.0,401.0,3282,50,194,55,134,15.0,0,3.0,4,2,8,3,0,6,1
36,2,0,1,1,21846.0,84.0,3299,38,7,17,18,6.0,10,26.0,4,0,3,4,0,8,2
64,2,1,0,0,81320.0,928.0,3441,61,183,33,493,59.0,81,57.0,4,3,10,1,0,2,0
52,2,0,1,1,54137.0,203.0,3366,46,171,0,11,0.0,1,20.0,4,1,4,2,0,6,2
55,2,1,0,0,66825.0,858.0,3399,73,243,81,405,29.0,40,40.0,4,5,6,1,0,2,0
49,2,1,0,0,57100.0,409.0,3492,19,181,21,69,39.0,3,96.0,3,3,6,1,0,3,0
53,2,1,1,3,58917.0,282.0,3511,10,151,7,89,0.0,7,28.0,4,1,6,5,0,5,1
45,2,0,0,0,85072.0,1423.0,2982,94,494,81,391,120.5,11,126.5,3,4,10,1,0,0,0
61,2,0,0,0,86429.0,1449.0,3269,10,464,28,556,29.0,18,37.0,7,4,7,0,1,2,0
51,2,0,1,1,45684.0,28.0,3551,37,5,1,5,10.0,0,7.0,1,0,2,1,0,7,2
48,2,1,1,1,47889.0,67.0,3138,94,29,0,29,0.0,5,4.0,2,0,3,1,0,5,2
36,4,1,0,0,45921.0,199.0,2953,23,102,9,49,24.0,3,12.0,2,1,6,1,0,4,2
56,4,0,0,0,78420.0,1453.0,3414,75,604,28,556,91.0,28,28.0,3,10,8,1,0,1,0
30,2,1,0,0,75114.0,1253.0,3402,40,571,12,523,63.0,60,24.0,3,10,5,1,0,2,0
59,4,0,1,1,52278.0,1198.0,3569,24,953,0,71,0.0,0,126.5,10,5,10,6,0,8,1
50,3,1,1,1,35641.0,178.0,3399,11,63,3,67,8.0,9,28.0,3,1,4,2,0,7,2
28,2,0,0,0,95529.0,1990.0,3888,29,770,29,556,120.5,27,24.0,7,3,7,1,1,3,0
68,2,1,0,0,62820.0,976.0,3285,51,398,61,265,120.5,61,53.0,3,4,6,1,0,1,0
62,3,1,0,0,73113.0,1001.0,3234,86,741,19,154,50.0,9,28.0,3,4,7,1,0,2,0
40,4,1,0,0,84169.0,1919.0,3405,9,1225,19,403,0.0,19,0.0,7,6,6,1,2,3,0
68,1,0,1,1,42607.0,350.0,3273,30,156,29,56,30.0,32,47.0,3,2,7,2,0,3,1
68,4,0,0,0,74637.0,1650.0,3456,73,960,64,464,120.5,0,16.0,6,9,9,1,1,3,0
67,4,1,1,2,46015.0,46.0,3126,25,38,0,2,0.0,0,6.0,1,0,3,1,2,7,2
29,2,0,0,0,72354.0,1228.0,3487,67,315,26,473,120.5,12,126.5,2,10,6,1,0,1,0
53,3,0,1,1,39858.0,95.0,3570,67,15,20,25,2.0,7,26.0,2,0,4,1,0,6,2
74,4,1,1,2,34469.0,62.0,3134,58,19,6,20,0.0,5,12.0,1,1,4,3,0,4,2
36,2,1,1,1,83033.0,1761.0,3091,82,812,81,431,120.5,81,33.0,11,4,10,1,1,5,0
43,3,1,0,0,24401.0,467.0,3716,98,73,28,217,10.0,24,115.0,6,1,6,3,0,8,1
44,2,1,0,0,77583.0,1149.0,2954,93,372,23,384,120.5,12,108.0,4,5,9,1,1,2,0
40,1,0,0,0,74116.0,2052.0,3230,53,871,81,556,120.5,55,126.5,4,4,10,1,1,2,0
29,2,0,0,0,74293.0,1127.0,3134,66,375,81,335,93.0,81,81.0,5,4,6,1,0,2,0
46,4,1,1,1,68397.0,1416.0,3273,6,760,80,466,17.0,13,80.0,6,9,5,1,0,3,0
48,4,1,0,0,79632.0,1113.0,3013,42,471,0,510,99.0,21,12.0,6,4,9,1,0,2,0
33,2,0,1,1,46107.0,125.0,2954,78,31,9,27,16.0,9,33.0,1,1,4,1,0,3,2
71,4,0,1,1,64950.0,966.0,3617,29,819,0,72,12.0,0,63.0,11,2,10,2,1,7,1
33,0,1,1,1,25443.0,32.0,3603,82,1,4,3,8.0,9,7.0,1,0,3,1,0,8,2
70,2,0,0,0,75127.0,833.0,3087,92,203,35,305,46.0,17,126.5,2,11,5,1,0,1,0
51,4,1,1,1,32892.0,46.0,3084,78,26,0,15,2.0,1,2.0,3,0,3,2,0,8,2
51,2,1,0,0,71796.0,960.0,3297,54,354,21,311,120.5,75,32.0,9,3,4,1,0,4,0
52,4,1,1,1,67536.0,1829.0,3452,45,1225,0,447,23.0,71,35.0,11,5,11,3,1,8,1
51,2,0,1,1,55239.0,779.0,3399,59,371,17,238,23.0,24,106.0,7,5,11,3,0,5,1
47,4,0,1,1,60554.0,811.0,3343,8,588,7,76,110.0,15,15.0,8,4,9,2,0,6,1
70,1,0,1,2,64831.0,1120.0,3315,51,480,81,249,75.0,81,126.5,6,3,5,8,0,6,1
60,4,1,1,1,56067.0,725.0,3393,51,517,12,54,16.0,6,120.0,7,4,7,2,0,5,1
39,2,0,0,0,82025.0,1187.0,3446,76,267,81,556,48.0,70,98.0,3,2,6,1,1,1,0
69,2,1,0,0,94384.0,2302.0,3501,62,1111,24,556,120.5,45,126.5,5,8,5,0,3,2,0
36,0,0,0,0,14906.0,66.0,3603,86,7,7,14,7.0,16,15.0,2,1,3,3,0,7,2
35,4,1,0,0,51563.0,1250.0,3950,60,1166,0,48,0.0,0,36.0,4,4,10,1,2,8,1
40,1,1,1,1,57937.0,683.0,3182,56,261,42,144,55.0,48,126.5,4,4,9,3,0,3,0
43,2,0,1,2,68274.0,305.0,3321,83,135,25,51,23.0,25,46.0,4,2,5,2,0,3,1
45,2,1,1,1,39771.0,50.0,3431,92,6,2,18,2.0,8,14.0,2,0,3,1,0,4,2
47,1,0,1,1,67893.0,995.0,3950,31,711,28,142,49.0,18,47.0,3,2,9,2,0,8,1
43,4,1,1,1,27922.0,41.0,2951,80,11,0,13,2.0,4,11.0,2,0,3,1,0,4,2
46,4,1,1,2,52190.0,77.0,3012,39,42,0,17,0.0,0,18.0,2,1,3,3,1,5,2
49,3,0,1,2,44051.0,171.0,3565,20,79,7,58,6.0,3,18.0,3,1,4,4,0,6,2
51,4,0,1,2,42767.0,131.0,3285,53,20,6,43,19.0,5,38.0,3,1,2,1,0,8,2
46,3,1,1,2,46106.0,54.0,2920,84,30,0,8,2.0,0,14.0,1,1,2,1,0,6,2
46,4,1,1,2,16927.0,53.0,3319,50,20,2,23,3.0,1,4.0,3,0,4,5,0,8,2
57,2,1,1,1,59754.0,475.0,3948,96,115,27,44,4.0,81,126.5,5,2,6,3,0,5,1
70,2,0,1,1,53700.0,694.0,3730,94,263,5,233,69.0,41,83.0,5,5,8,4,0,5,1
49,2,1,1,2,59041.0,96.0,3043,25,69,2,15,2.0,2,6.0,2,0,4,2,0,5,2
65,4,0,1,1,54237.0,361.0,3477,48,267,3,30,4.0,0,57.0,5,2,5,4,0,6,1
55,2,0,1,1,70647.0,1079.0,3695,65,561,81,171,25.0,81,114.0,4,7,13,2,0,2,0
60,4,0,1,1,52597.0,578.0,3043,69,492,0,37,7.0,0,42.0,6,3,8,3,0,5,1
53,3,1,1,1,41021.0,64.0,3595,12,14,7,9,6.0,16,12.0,2,0,3,2,0,6,2
47,4,1,1,1,40233.0,149.0,3307,84,80,4,46,0.0,17,2.0,2,1,5,5,0,6,2
42,2,1,1,2,50183.0,231.0,3053,47,97,12,84,13.0,10,15.0,3,1,6,7,0,5,1
63,2,1,1,1,54753.0,728.0,3251,87,197,81,227,7.0,59,126.5,5,2,11,3,0,4,1
49,2,1,0,0,92955.0,1778.0,3363,35,693,21,556,31.0,24,84.0,6,7,9,1,2,2,0
49,2,1,1,1,33471.0,93.0,3615,47,43,2,27,0.0,9,12.0,3,0,4,3,0,7,2
48,4,1,1,1,34596.0,23.0,3491,48,14,0,2,0.0,0,7.0,1,0,2,1,0,8,2
42,2,1,1,1,44010.0,662.0,3673,46,186,36,234,86.0,72,48.0,10,2,6,6,0,9,1
34,2,1,0,0,84219.0,1198.0,3196,27,434,81,400,45.0,81,45.0,3,4,10,1,0,1,0
54,4,1,1,3,40706.0,81.0,3577,37,59,0,11,4.0,2,5.0,3,0,4,4,0,7,2
34,1,1,1,1,15716.0,92.0,3614,8,16,5,30,8.0,7,26.0,3,0,4,3,0,8,2
63,1,0,1,1,59052.0,491.0,3273,29,230,35,75,63.0,57,31.0,7,1,7,3,0,5,1
51,3,1,0,0,80573.0,1564.0,3672,85,829,81,430,60.0,81,15.0,4,6,13,1,0,2,0
60,2,1,0,0,83715.0,926.0,3168,2,318,8,407,120.5,35,8.0,2,8,13,1,0,0,0
63,3,1,0,0,82576.0,1910.0,3952,66,1206,55,445,120.5,18,18.0,2,4,12,1,1,1,0
57,3,1,1,3,56962.0,411.0,3280,60,292,3,77,10.0,3,26.0,6,3,5,7,0,7,1
70,2,1,1,2,35704.0,94.0,3169,54,30,9,12,2.0,11,30.0,2,0,4,3,0,4,2
68,2,1,1,1,53103.0,1085.0,3251,70,729,17,133,11.0,0,126.5,10,6,7,5,1,7,1
62,1,0,1,2,46779.0,23.0,3253,55,12,1,3,0.0,0,7.0,0,1,2,1,0,4,2
57,2,0,0,0,4861.0,6.0,3056,20,2,1,1,1.0,0,1.0,0,0,0,0,0,14,2
43,3,0,1,1,33462.0,54.0,3405,78,22,3,18,0.0,0,11.0,2,0,3,1,0,7,2
44,2,0,1,1,63693.0,1150.0,3307,63,587,43,337,42.0,81,54.0,11,6,9,3,0,6,1
72,2,1,0,0,80763.0,1415.0,3367,17,674,81,108,120.5,42,126.5,5,11,6,1,2,3,0
48,4,1,1,1,65352.0,405.0,3361,43,284,3,84,4.0,7,23.0,4,2,8,2,0,4,1
44,4,1,0,0,82170.0,1908.0,3265,13,1023,81,556,49.0,55,37.0,5,6,7,1,0,2,0
53,2,1,0,0,75759.0,2486.0,3296,46,1225,22,556,89.0,81,126.5,9,7,9,1,3,5,0
46,1,0,0,0,79689.0,1315.0,3255,65,311,26,556,120.5,37,121.0,4,9,13,1,0,2,0
66,4,0,1,2,35340.0,45.0,3049,1,27,0,12,0.0,1,5.0,2,0,3,2,0,5,2
68,2,0,0,0,85683.0,1789.0,3149,6,1225,17,311,45.0,69,51.0,2,4,10,1,4,1,0
50,1,1,1,1,24884.0,19.0,3626,32,3,6,7,0.0,0,3.0,0,0,3,1,0,7,2
41,3,1,1,1,42021.0,573.0,3716,34,393,5,136,7.0,5,27.0,10,1,6,5,1,9,1
33,2,0,1,1,64449.0,805.0,3180,70,218,63,282,120.5,35,70.0,5,3,12,4,0,4,0
68,2,0,1,2,64587.0,108.0,3056,49,66,0,16,0.0,6,20.0,1,1,4,2,0,3,2
27,2,0,0,0,34824.0,23.0,3144,65,4,2,11,2.0,0,4.0,1,0,2,1,0,6,2
44,2,1,0,0,75437.0,1493.0,3340,25,795,0,545,95.0,58,0.0,8,4,10,1,1,6,0
65,2,1,1,2,26091.0,89.0,3173,84,15,10,19,8.0,17,20.0,2,1,3,3,0,5,2
49,2,1,1,1,52845.0,936.0,3369,7,384,25,292,120.5,41,64.0,8,8,6,3,1,6,1
66,2,0,1,1,46086.0,343.0,3524,34,244,8,32,7.0,2,50.0,3,1,8,4,0,4,1
66,4,0,1,1,78028.0,528.0,3677,38,158,19,288,25.0,0,38.0,6,4,9,1,2,7,1
35,4,0,0,0,95169.0,1901.0,3341,1,1225,21,449,106.0,20,20.0,4,3,4,1,2,1,0
41,1,1,1,2,56337.0,724.0,3508,25,349,16,144,28.0,5,126.5,8,5,4,5,2,8,1
35,2,1,1,1,22434.0,58.0,3550,25,4,12,11,3.0,13,15.0,2,0,3,2,0,8,2
68,4,1,1,1,36930.0,297.0,3457,50,223,2,31,0.0,2,39.0,5,2,4,5,0,8,1
68,2,0,1,1,36130.0,488.0,3561,46,157,43,127,68.0,56,37.0,3,8,4,6,1,4,1
69,3,1,1,1,65569.0,859.0,3828,96,397,46,288,20.0,38,70.0,6,5,10,2,0,3,1
70,2,1,0,0,83844.0,1574.0,3255,57,901,31,345,75.0,31,126.5,4,4,11,1,1,1,0
54,2,1,1,2,19514.0,69.0,3203,47,14,3,21,2.0,1,28.0,3,1,2,4,1,8,2
59,4,0,1,2,36736.0,17.0,3316,52,10,0,3,0.0,0,4.0,1,0,2,1,0,6,2
43,2,1,1,1,77568.0,2194.0,3722,30,1225,0,396,120.5,81,126.5,10,2,8,1,3,5,0
46,4,1,1,1,49187.0,116.0,2924,63,81,1,31,2.0,1,0.0,1,1,5,1,0,2,2
44,2,0,1,1,30168.0,279.0,3410,51,154,20,66,0.0,12,27.0,6,1,4,7,0,9,1
54,3,1,1,1,34053.0,103.0,3677,14,63,0,21,7.0,0,12.0,3,0,3,1,0,8,2
51,3,1,1,2,38196.0,44.0,3121,20,30,0,11,0.0,0,3.0,2,0,4,3,0,5,2
71,3,1,0,0,59412.0,406.0,3120,56,90,67,165,30.0,43,11.0,4,2,8,1,0,3,0
57,1,1,0,0,70924.0,1363.0,3044,41,635,81,254,120.5,81,76.0,6,6,7,1,1,3,0
53,2,1,0,0,54165.0,236.0,3446,72,127,4,73,15.0,6,11.0,2,1,7,1,0,2,0
